S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
18,Amberina,http://serendipityo.com/amberina/,"Amberina is a charming home, built on a secluded 100 acre setting of native trees, ferns, shrubs, water bodies and tea gardens. 
Almost every nature lover fantasises about having a beautiful home in the mountains. One look at Amberina and you are bound to
 be envious of Junaid Seth, who owns this fabulous place and is living that dream. Thank God for his Dutch cyclist friends who 
persuaded him to let out this haven to us mortals. Amberina has been refurbished to retain its authentic and unique character
 but with the conveniences of today. Family photographs, paintings, travel memorabilia still adorn the stone walls. With its polished
 floor, fireplaces, beautiful front garden, swimming pool, stables and home cooked delicious food, Amberina is the perfect nature
 getaway to relax and unwind, ideally situated to take advantage of the many wonderful and scenic attractions.","JA Tea Estate, ATK Road, Devala, Gudalur, Ooty, Tamil Nadu 643212",098431 49490,"1. Amberina it is a bungalow style living in the middle of the tea estate. This is the place 
just to relax and do nothing, enjoy the spring fed pool and roam in the 100 acres of tea 
plantation. Best place if you are the board from Ooty.",5,
,,,,,,"2. Amberina is a charming home, built on a secluded 100 acre setting of tea plantations.
The pool is stocked up with fresh water from streams. Sitting by the pool gazing the vast, 
quiet and soothing tea plantations and far obscure hills is something I cannot forget.",,
,,,,,,"4. This is such a unique place to stay, set in an early 20th century bungalow in the middle 
of a tea plantation with fantastic antique furniture, you really step back into another era.",,
,,,,,,"5.A must visit for a peaceful holiday or a getaway with friends. Great food and hospitality. 
Wonderful ambiance and a lovely outdoor and indoor area. A true 'tea garden life' 
experience. Will visit again.",,
,,,,,,,,
,,,,,,,,
19,Parambikulam Go,,"Parambikulam Tiger Reserve is the most protected ecological piece of Anamalai sub unit of Western Ghats, surrounded on all 
sides by protected areas and sanctuaries of Kerala and Tamil Nadu, the sanctuary is endowed with a peninsular flora and fauna
 which are excellently conserved due to total protection and minimal human interferences. The sanctuary being a major 
ecological continuum from Peechhi to Eravikulam through Anamalai aids the large viable populations of wildlife. It is the home 
ground for different races of indigenous people who are as well an integral part of the prevailing harmonious ecosystem. The
 thick, opulent habitat of the sanctuary with ample water supplys make it an abode for wildlife and there by for tourist who can
 have treasured memories of animal sightings and that of being in the lap of mother nature","Thunakadavu, Pollachi, Chittu, Kerala 678661",094420 45449,"1. I really get excited just by thinking of this place. So pure, fresh, divine, picturesque 
location I have ever visited. Tree top hut was clean and neat with a great balcony space
 for birdwatching and relaxing. Food is inclusive of the package which tastes good with 
veg and non-veg varieties. ",4,
,,,,,,"2. Wow. What a memorable trip it was to Parambikulam Tiger Reserve
We went to August 15th weekend.. Parambikulam is a Nature's Paradise",,
,,,,,,"3. We visited the forest in Kerala side - would recommend the tree top accommodation. 
If you get a good guide you would b lucky. Food is okay. ",,
,,,,,,"4. Want to get a feel of forest, then u should visit Parambikulam. Get your accommodation
 booked through the govt website. There is a small island which has a tree house. Do stay 
there and enjoy the Bamboo raft ride. The care takers cook excellent food. U need to buy 
the groceries. Enjoy the sightings of animals and peacocks",,
,,,,,,"5.  they've small cottages for overnight stay. package includes food, sight seeing. 
Best place to escape from a hot weather. ",,
,,,,,,,,
20,Ashtamundi Homestay,,"Ashtamudi Home Stay is located on Radha Theatre Road in Alleppey, which is one of the noted tourist destinations of the country
. Owing to its proximity to the famed Alappuzha Beach and the sandy Thumpoly Beach, the property attracts many travellers from
 far and near. Well-maintained and spacious roo ms available at the property are complete with modern amenities like television,
 air conditioner, telephone and high-speed Wi-Fi. The well-informed travel desk provides necessary assistance to guests who 
wish to explore tourist attractions of the region. Keeping in mind the requirements of modern-day travellers, it offers several 
facilities, including high-speed Wi-Fi connectivity throughout the property. Some of the other conveniences provided to guests 
are currency exchange, airport shuttle, car parking, laundry, dry cleaning, car rental and travel assistance. Guests can prepare 
their favourite delicacies in the well-equipped kitchen of the property. Moreover, they can also opt for in-room dining facility. 
One of the noted religious sites of the region - St Josephs Church - lies close to Ashtamudi Home Stay.","Radha Theatre Road, SDV School Rd, Alappuzha, Kerala 688001",0477 225 4212,"1. very close to excellent experience in general. the manager lady prepared fantastic 
breakfast. check out for detailed review on tripadvisor that I am going to write soon.",4,
,,,,,,"2. i selected this hotel going by reviews,i consider this reviews were completely falsified
 by the hotel authorities before making it public.they talk homely alright just to coverup 
for no service,no water facility,full of mosquitoes,no menu for food but price like a three 
star to five star hotel.never ask for auto rickshaw or food from this hotel.they have a pet 
driver who charges exorbitantly high.the staff at this home stay are like leaches, it is not 
recommended",,
,,,"
",,,"3. Comfortable stay. They offered us Wi-Fi access number free for us to use. that was 
good. Approach to this hotel is narrow, one can easily miss.",,
,,,,,,"4. Good atmosphere, friendly approach of host a welcome. However maintenance and 
housekeeping has taken a beat. Hot water not available,(provided on request). No 
ventilation in the room which we stayed. AC & Fan working. Bath/Toilet renovated. 
Approach road is very narrow, we did not expect that vehicle cannot enter into the lane.",,
,,,,,,"5. Much more than value for money. Well located with all major attractions at its close 
proximity. Would definitely stay here again. Staff is welcoming. Do try the dosa made by 
the owner lady for breakfast. One of the best dosa I've ever had. ",,
,,,,,,,,
21,Kaiya House,http://www.kaiyahouse.com/,"For a cosy and comfortable experience the hotel houses well-maintained rooms and excellent amenities. The hotel presents a 
comfortable experience, beholding city lights. The distance from the closest railway station, Varkala, is 17 km. At a distance of 
03 km is the Kairali Ayurvedic Pharmacy. Shopping can be done at Arrays Shopping Centre, situated 06 km away. You can 
reach Catholic Syrian Bank ATM with a 04 walk from the hotel. There are about 61 restaurants in the proximity of 2 km from your 
stay.","Varkala kallambalam Rd, Varkala, Kerala 695141",097461 26909,"1. I was visiting at Kaiya House in January 2015, I think it was one of the best places in 
our trip. We were coming to Kaiya House from Allepey. Host Debra was already waiting 
us when we came out from the taxi. She was really friendly like all her staff. First what she 
did was that she was showing us Varkala beach and the best restaurants. Kaiya House 
is clean they have amazing staff. Thank you for the amazing stay. ",5,
,,,,,,"2. We were only visiting Varkala one night from Trivandrum. Sweet Debra was absolutely 
the best hostess ever. Upon arrival we wanted to get to the beach ASAP, so we quickly 
checked in, and Debra gave us the names of a couple restaurants on the cliff.",,
,,,,,,"3. Our stay at Kaiya House will be the one event of all our years travelling that I will always 
remember. Yes the house is beautiful, quirky and oh so comfortable but it is the people 
within Kaiya House that make a stay here worthwhile.",,
,,,,,,"4. This is THE place to stay in Varkala. Debra is a wonderful host - wonderful - and you 
soon feel like you are staying at a friend's house rather than at a guesthouse/hotel. ",,
